timestamp,open,high,low,close,volume
1770846300000,67998.03,68021.12,67804.01,67811.17,121.26065
1770847200000,67810.2,67872.68,67592.67,67667.93,133.03161
1770848100000,67667.93,67781.5,67387.24,67569.57,151.79651
1770849000000,67569.58,67696.86,67401.67,67647.55,151.91478
1770849900000,67647.56,67713.9,67408.91,67433.14,104.89433
1770850800000,67433.54,67563.77,67239.35,67330.55,134.27252
1770851700000,67330.55,67399.94,66901.45,67016.62,310.43753
1770852600000,67016.62,67131.12,66787.7,67083.68,146.36072
1770853500000,67083.69,67110.93,66880.9,67082.52,86.92544
1770854400000,67082.52,67381.67,67055.53,67365.56,185.47189
1770855300000,67365.56,67510.0,67316.61,67392.13,145.97561
1770856200000,67392.14,67700.0,67392.14,67584.0,123.03507
1770857100000,67584.0,67680.0,67460.74,67460.75,127.27783
1770858000000,67460.75,67700.0,67460.75,67699.99,102.80786
1770858900000,67699.99,67876.29,67564.53,67809.42,166.65255
1770859800000,67809.42,68047.48,67763.5,67859.75,169.79711
1770860700000,67859.75,67882.98,67608.72,67699.01,110.00314
1770861600000,67699.01,67800.0,67493.5,67498.17,161.59337
1770862500000,67498.17,67578.0,67418.0,67532.4,117.26062
1770863400000,67532.41,67756.81,67482.1,67740.49,161.41614
1770864300000,67740.49,67753.79,67420.72,67439.14,113.89806
1770865200000,67439.14,67559.81,67359.84,67491.57,113.63914
1770866100000,67491.58,67524.6,67306.61,67382.85,113.59727
1770867000000,67382.84,67539.28,67332.05,67496.49,84.06974
1770867900000,67496.5,67596.0,67442.28,67580.99,104.47499
1770868800000,67581.0,67682.69,67491.28,67577.41,138.39527
1770869700000,67577.41,67591.7,67200.0,67212.01,173.97465
1770870600000,67212.0,67297.0,67062.0,67235.48,168.8157
1770871500000,67235.47,67280.29,67000.0,67018.4,107.19328
1770872400000,67018.4,67209.99,66766.66,66805.97,213.60699
1770873300000,66805.98,66986.0,66670.45,66877.01,166.70247
1770874200000,66877.0,67132.32,66862.01,67086.86,175.18351
1770875100000,67086.86,67157.25,67000.0,67141.93,128.43079
1770876000000,67141.92,67249.99,67014.0,67118.0,130.53422
1770876900000,67118.0,67355.93,67082.69,67290.9,248.30108
1770877800000,67290.9,67350.0,67151.11,67237.31,225.70533
1770878700000,67237.32,67303.64,67085.29,67125.57,226.20887
1770879600000,67125.57,67156.79,66935.64,66992.17,146.75924
1770880500000,66992.17,67330.0,66955.9,67228.2,174.03091
1770881400000,67228.21,67254.48,67130.0,67130.01,144.51971
1770882300000,67130.01,67240.46,67090.0,67217.72,142.23985
1770883200000,67217.71,67344.0,67068.52,67248.48,436.617
1770884100000,67248.41,67248.41,66891.6,66932.0,154.07178
1770885000000,66931.99,67071.23,66910.39,66973.75,107.44403
1770885900000,66973.75,67152.84,66973.65,67141.15,84.89357
1770886800000,67141.15,67228.0,67050.0,67187.84,97.30037
1770887700000,67187.83,67325.57,67166.0,67296.77,118.3359
1770888600000,67296.77,67471.52,67248.09,67422.01,182.22379
1770889500000,67422.01,67699.1,67348.81,67550.47,246.1635
1770890400000,67550.46,67632.27,67469.0,67570.54,169.60773
1770891300000,67570.54,67612.02,67404.02,67609.81,97.17858
1770892200000,67609.81,67850.0,67609.8,67665.99,234.95852
1770893100000,67665.98,68026.6,67655.07,68014.01,341.66206
1770894000000,68014.0,68117.19,67740.0,67906.74,455.79654
1770894900000,67906.75,68258.09,67836.83,68208.64,373.85098
1770895800000,68208.64,68299.0,68033.91,68084.79,370.57212
1770896700000,68084.79,68177.07,68009.56,68076.01,197.37983
1770897600000,68076.01,68162.02,67882.48,68022.23,224.72618
1770898500000,68022.24,68049.7,67853.34,67985.12,227.78868
1770899400000,67985.12,68002.47,67850.0,67872.87,163.84741
1770900300000,67872.88,67946.0,67720.0,67865.31,212.89596
1770901200000,67865.32,67885.36,67680.82,67844.3,259.36259
1770902100000,67844.3,68071.42,67691.75,67769.42,288.99005
1770903000000,67769.41,68170.75,67729.34,68116.83,162.17467
1770903900000,68116.82,68397.5,67981.24,68376.58,249.8026
1770904800000,68376.58,68410.52,67843.95,68016.28,230.65424
1770905700000,68016.27,68084.48,67873.56,67994.9,144.86434
1770906600000,67994.89,68283.38,67601.38,67625.01,475.08633
1770907500000,67625.01,67993.58,67493.78,67577.02,581.14672
1770908400000,67577.02,67814.92,67014.98,67415.99,587.766
1770909300000,67416.0,67956.4,67359.59,67855.14,323.31594
1770910200000,67855.13,68000.0,67250.0,67400.41,350.82346
1770911100000,67400.42,67543.33,67065.85,67134.74,340.99699
1770912000000,67134.74,67232.04,66500.0,66558.41,830.22846
1770912900000,66558.41,66799.58,66000.01,66065.4,848.81005
1770913800000,66065.41,66540.25,65948.83,66271.97,623.03898
1770914700000,66271.98,66371.81,65556.0,65863.37,891.03822
1770915600000,65863.38,65999.11,65563.79,65740.35,635.0234
1770916500000,65740.35,66265.06,65613.68,66129.25,515.32046
1770917400000,66129.25,66200.88,65834.97,65978.0,347.30434
1770918300000,65978.0,66047.99,65374.56,65413.99,602.91203
1770919200000,65414.0,65800.0,65374.56,65694.08,347.6298
1770920100000,65694.08,65718.0,65235.0,65304.01,490.47449
1770921000000,65304.01,65534.5,65118.0,65432.8,514.04667
1770921900000,65432.8,65700.0,65412.56,65590.95,260.01943
1770922800000,65590.95,65750.0,65274.4,65448.57,299.61211
1770923700000,65448.56,65965.37,65408.84,65780.0,244.62289
1770924600000,65780.0,66102.97,65758.0,65979.2,185.02747
1770925500000,65979.21,66117.51,65781.7,65788.36,298.37402
1770926400000,65788.36,66042.24,65606.06,65704.14,220.40578
1770927300000,65704.14,65806.91,65486.0,65505.7,152.57663
1770928200000,65505.7,65685.31,65395.46,65546.68,218.68823
1770929100000,65546.68,65586.15,65215.06,65428.56,302.49519
1770930000000,65428.24,65672.65,65428.24,65669.89,133.98228
1770930900000,65669.88,65806.94,65484.23,65603.49,224.69261
1770931800000,65603.5,65848.31,65576.05,65817.22,145.36733
1770932700000,65817.22,65900.0,65731.05,65849.87,86.22201
1770933600000,65849.86,65881.21,65748.8,65816.45,175.70766
1770934500000,65816.46,65959.82,65643.34,65959.81,111.94506
1770935400000,65959.81,66200.0,65887.06,66199.99,150.78296
1770936300000,66199.99,66399.94,66186.75,66288.0,204.38565
1770937200000,66288.01,66477.35,66200.0,66313.25,254.03566
1770938100000,66313.25,66488.9,66263.89,66404.21,144.73329
1770939000000,66404.21,66484.32,66204.12,66247.44,163.56872
1770939900000,66246.0,66311.7,66156.47,66272.17,344.80023
1770940800000,66272.17,66527.09,66163.05,66374.88,232.42875
1770941700000,66374.88,66382.01,66008.39,66026.92,230.47008
1770942600000,66026.93,66144.26,65900.0,65952.16,171.85064
1770943500000,65952.16,66069.01,65872.46,65918.6,130.64049
1770944400000,65918.61,66270.6,65918.61,66251.12,162.95151
1770945300000,66251.12,66296.64,66086.41,66225.43,170.24117
1770946200000,66225.43,66511.39,66225.43,66420.0,235.18365
1770947100000,66420.01,66619.9,66330.0,66454.95,203.20911
1770948000000,66454.95,66577.15,66384.0,66565.5,103.23091
1770948900000,66565.49,66655.77,66388.16,66538.05,172.06662
1770949800000,66538.06,66636.73,66465.55,66592.23,90.35007
1770950700000,66592.23,66759.61,66546.79,66663.08,110.80581
1770951600000,66663.08,66779.93,66503.04,66522.24,124.93683
1770952500000,66522.24,66679.0,66483.4,66679.0,91.23615
1770953400000,66678.99,66814.0,66624.07,66643.69,106.3641
1770954300000,66643.69,66679.0,66462.4,66553.08,247.42627
1770955200000,66553.09,66600.0,66435.98,66537.6,128.77575
1770956100000,66537.6,66671.62,66450.0,66450.01,158.05547
1770957000000,66450.01,66478.3,66349.69,66365.87,90.00273
1770957900000,66365.87,66447.17,66308.48,66329.22,85.3162
1770958800000,66329.22,66454.88,66224.03,66246.87,120.08044
1770959700000,66246.88,66400.0,66232.28,66324.94,100.57887
1770960600000,66324.8,66476.8,66306.17,66470.06,102.71083
1770961500000,66470.06,66502.27,66175.79,66175.79,160.88036
1770962400000,66175.79,66308.7,66163.08,66233.33,170.37165
1770963300000,66233.33,66300.0,66037.99,66123.99,176.8464
1770964200000,66123.99,66125.71,66002.98,66086.0,139.03222
1770965100000,66086.0,66397.86,66050.25,66359.28,127.71586
1770966000000,66359.28,66568.47,66337.11,66528.27,175.39584
1770966900000,66528.27,66566.0,66417.52,66514.43,170.83752
1770967800000,66514.42,66514.42,66127.51,66127.51,242.76586
1770968700000,66127.51,66322.5,66050.21,66208.96,279.05394
1770969600000,66208.96,66491.84,66191.52,66260.28,130.25922
1770970500000,66260.29,66442.62,66210.83,66414.04,134.77979
1770971400000,66414.03,66539.16,66371.41,66504.63,148.72846
1770972300000,66504.62,66747.38,66504.62,66699.96,189.25909
1770973200000,66699.96,66850.85,66612.86,66684.6,146.39721
1770974100000,66684.59,66836.78,66627.99,66820.37,140.68851
1770975000000,66820.37,66937.79,66769.32,66858.77,148.59754
1770975900000,66858.77,67062.93,66858.76,66959.71,157.25143
1770976800000,66959.72,66965.74,66824.8,66905.43,137.81054
1770977700000,66905.43,67099.97,66800.0,66911.7,150.04182
1770978600000,66911.7,67116.0,66840.39,67029.95,128.48268
1770979500000,67029.95,67095.63,66970.73,66977.66,100.57785
1770980400000,66977.66,67031.03,66847.26,66889.36,82.85725
1770981300000,66889.35,67013.73,66867.98,66982.6,103.71372
1770982200000,66982.6,67025.0,66783.38,66997.1,144.76017
1770983100000,66997.1,67226.66,66965.46,67171.42,157.37951
1770984000000,67171.41,67177.2,66941.86,66985.84,133.18126
1770984900000,66985.84,67124.0,66918.38,67097.17,91.44808
1770985800000,67097.17,67133.99,67034.24,67094.03,81.91847
1770986700000,67094.03,67212.28,67006.23,67084.0,98.81207
1770987600000,67084.01,67187.47,66938.0,66969.46,184.32782
1770988500000,66969.47,67420.0,66969.46,67337.21,381.32817
1770989400000,67337.21,67615.34,67207.51,67301.39,748.41738
1770990300000,67301.28,67420.38,67105.48,67274.15,309.99202
1770991200000,67274.14,67310.61,67130.0,67164.48,136.78741
1770992100000,67164.48,67399.99,67164.47,67311.84,164.36609
1770993000000,67311.85,67600.0,66867.47,67331.47,618.59947
1770993900000,67331.48,68028.45,67331.48,67733.51,804.28547
1770994800000,67733.51,68598.0,67692.0,68382.0,1001.31756
1770995700000,68382.01,68899.93,68129.74,68895.88,593.58
1770996600000,68895.88,69309.8,68718.02,68730.01,861.54661
1770997500000,68730.01,68800.0,68379.9,68692.12,676.64303
1770998400000,68692.12,69163.97,68540.83,69052.64,587.74205
1770999300000,69052.64,69165.11,68831.37,69079.39,463.05776
1771000200000,69079.39,69482.97,68983.29,69244.96,468.53594
